sentence	sentence_type
Quel est le meilleur parcours pour atteindre Auxerre-St-Gervais en partant de Verdun en moto ?	to_from
Quel est le meilleur parcours pour atteindre Le Boucau en partant de Woippy en moto ?	to_from
Quel est le meilleur parcours pour atteindre Valenciennes en partant de Chedde en moto ?	to_from
Quel est le meilleur parcours pour atteindre Mazingarbe en partant de Marseillan-Plage en moto ?	to_from
Quel est le meilleur parcours pour atteindre Les Perrières en partant de Kogenheim en moto ?	to_from
Quel est le meilleur parcours pour atteindre Bischoffsheim en partant de Nieppe en moto ?	to_from
Quel est le meilleur parcours pour atteindre Bressuire en partant de Montréjeau-Gourdan-Polignan en moto ?	to_from
Quel est le meilleur parcours pour atteindre Pont-de-Lignon en partant de Hoelschloch en moto ?	to_from
Quel est le meilleur parcours pour atteindre Notre-Dame-de-Briançon en partant de Tronsanges en moto ?	to_from
Quel est le meilleur parcours pour atteindre Gertwiller en partant de Aulnoye-Aymeries en moto ?	to_from
Quel est le meilleur parcours pour atteindre Questembert en partant de Soissons en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Ay en partant de Trith-St-Léger en moto ?	to_from
Quel est le meilleur parcours pour atteindre Neuville-sur-Sarthe en partant de Gan en moto ?	to_from
Quel est le meilleur parcours pour atteindre Houlgate en partant de Lachaud-Curmilhac en moto ?	to_from
Quel est le meilleur parcours pour atteindre Les Ramassiers en partant de La Douzillère en moto ?	to_from
Quel est le meilleur parcours pour atteindre Strasbourg-Ville en partant de Marignac-St-Béat en moto ?	to_from
Quel est le meilleur parcours pour atteindre Wacquemoulin en partant de Audrieu en moto ?	to_from
Quel est le meilleur parcours pour atteindre Mézidon en partant de Bayonne en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Martin-de-Crau en partant de Coursan en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Étienne-La Terrasse en partant de Le Pouzin en moto ?	to_from
Quel est le meilleur parcours pour atteindre Chazay-Marcilly en partant de Hirson-Écoles en moto ?	to_from
Quel est le meilleur parcours pour atteindre Staffelfelden en partant de St-Genouph en moto ?	to_from
Quel est le meilleur parcours pour atteindre Lavoûte-sur-Loire en partant de Mantes-la-Jolie en moto ?	to_from
Quel est le meilleur parcours pour atteindre Thann-St-Jacques en partant de Francheville en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Étienne-La Terrasse en partant de Baraqueville-Carcenac-Peyralès en moto ?	to_from
Quel est le meilleur parcours pour atteindre Arnèke en partant de Lavaufranche en moto ?	to_from
Quel est le meilleur parcours pour atteindre Châtillon-d'Azergues en partant de Biot en moto ?	to_from
Quel est le meilleur parcours pour atteindre Montchanin en partant de Lunel-Viel en moto ?	to_from
Quel est le meilleur parcours pour atteindre Longpont en partant de Villenave-d'Ornon en moto ?	to_from
Quel est le meilleur parcours pour atteindre Rouen-Rive-Droite en partant de Mayet en moto ?	to_from
Quel est le meilleur parcours pour atteindre Francheville en partant de Groisy-Thorens-la-Caille en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Sébastien-Frêne-Rond en partant de Le Pénity en moto ?	to_from
Quel est le meilleur parcours pour atteindre Pont-d'Ardres en partant de Vaumoise en moto ?	to_from
Quel est le meilleur parcours pour atteindre Gilley en partant de Schwindratzheim en moto ?	to_from
Quel est le meilleur parcours pour atteindre Retournac en partant de Lancey en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Pierre-de-Chignac en partant de Don-Sainghin en moto ?	to_from
Quel est le meilleur parcours pour atteindre Ham-en-Artois en partant de Neuilly-lès-Dijon en moto ?	to_from
Quel est le meilleur parcours pour atteindre La Croix-de-Méan en partant de Trentels-Ladignac en moto ?	to_from
Quel est le meilleur parcours pour atteindre Dieppe en partant de Labergement-Ste-Marie en moto ?	to_from
Quel est le meilleur parcours pour atteindre Marcelcave en partant de St-Denis-de-Pile en moto ?	to_from
Quel est le meilleur parcours pour atteindre Rully en partant de Lunas en moto ?	to_from
Quel est le meilleur parcours pour atteindre Campagnac-St-Geniez en partant de St-Éloy en moto ?	to_from
Quel est le meilleur parcours pour atteindre Carhaix en partant de Turenne en moto ?	to_from
Quel est le meilleur parcours pour atteindre Lesquin en partant de Frontenex en moto ?	to_from
Quel est le meilleur parcours pour atteindre Mouchard en partant de Gunsbach-Griesbach en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Florentin-Vergigny en partant de Neau en moto ?	to_from
Quel est le meilleur parcours pour atteindre Rosheim en partant de Mâcon en moto ?	to_from
Quel est le meilleur parcours pour atteindre Lacapelle-Viescamp en partant de Igney en moto ?	to_from
Quel est le meilleur parcours pour atteindre Pont-Melvez en partant de Paris en moto ?	to_from
Quel est le meilleur parcours pour atteindre Cassel en partant de Pont-l'Évêque en moto ?	to_from
Quel est le meilleur parcours pour atteindre Rumilly en partant de Saillagouse en moto ?	to_from
Quel est le meilleur parcours pour atteindre Haubourdin en partant de Aspres-sur-Buëch en moto ?	to_from
Quel est le meilleur parcours pour atteindre La Brohinière en partant de Parsac-Gouzon en moto ?	to_from
Quel est le meilleur parcours pour atteindre Eymoutiers-Vassivière en partant de Orléans en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Claude en partant de Chouzy en moto ?	to_from
Quel est le meilleur parcours pour atteindre Siorac-en-Périgord en partant de La Hutte-Coulombiers en moto ?	to_from
Quel est le meilleur parcours pour atteindre Lancey en partant de La Roche-sur-Yon en moto ?	to_from
Quel est le meilleur parcours pour atteindre Châteauroux en partant de Sanry-sur-Nied en moto ?	to_from
Quel est le meilleur parcours pour atteindre Vernon-Giverny en partant de Nort-sur-Erdre en moto ?	to_from
Quel est le meilleur parcours pour atteindre Gilley en partant de Cordemais en moto ?	to_from
Quel est le meilleur parcours pour atteindre Barenton-Bugny en partant de Bourgtheroulde-Thuit-Hébert en moto ?	to_from
Quel est le meilleur parcours pour atteindre Puyoô en partant de St-Médard-d'Eyrans en moto ?	to_from
Quel est le meilleur parcours pour atteindre La Bonneville-sur-Iton en partant de St-Sébastien-Frêne-Rond en moto ?	to_from
Quel est le meilleur parcours pour atteindre Thiaville en partant de Cessieu en moto ?	to_from
Quel est le meilleur parcours pour atteindre Ebblinghem en partant de Lépin-le-Lac-La Bauche en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Amour en partant de Châteaubriant Tram-Train en moto ?	to_from
Quel est le meilleur parcours pour atteindre St-Jacques-de-la-Lande en partant de Tarascon-sur-Ariège en moto ?	to_from
Je souhaite organiser mon déplacement entre Chaugey et Soissons en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Biarritz et Laissey en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Les Cabrils et Bassens en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Bédarrides et Cernay en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Beslé et Montlaur en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Anchamps et Le Grand-Jardin en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Bandol et Prades-Molitg-les-Bains en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Lézignan et Condé-sur-Huisne en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Quédillac et Cahors en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Mont-de-Terre et Le Rouget en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Montendre et Angers-Maître-École en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Libourne et St-Germain-les-Belles en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Bailleau-le-Pin et Agay en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Clion-sur-Indre et Teillé en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Amiens et Flaxlanden en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Carnolès et Azay-le-Rideau en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Hagondange et Tonneins en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Font-Romeu-Odeillo-Via et St-Chély-d'Apcher en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Naucelle et Villefranche-sur-Cher en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Arras et Roppenheim en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Trégonneau-Squiffiec et St-Raphaël-Valescure en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Castelnau-d'Estrétefonds et Coucy-lès-Eppes en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Olette-Canaveilles-les-Bains et Bartenheim en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Malo et Martigné-Ferchaud en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Pont-du-Château et Châtillon-d'Azergues en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Victor et Feyzin en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Limeray et Wesserling en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Cyprien-en-Dordogne et Ste-Léocadie en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Les Ormes-sur-Vienne et Mérens-les-Vals en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Vertou et Banyuls-sur-Mer en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Gresswiller et St-Geniès-de-Malgoirès en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Agen et Obernai en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Royat-Chamalières et Revin en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Audruicq et La Taye en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Esvres et St-Cyr-en-Val-La Source en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Rountzenheim et Valergues-Lansargues en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Gilles et Mertzwiller en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Novéant et Wacquemoulin en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Golfe-Juan-Vallauris et Villefranque en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Ambazac et Valençay en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Chissay-en-Touraine et Marseillan-Plage en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre L'Hermitage-Mordelles et Bretenoux-Biars en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Lamarche et Cinq-Mars-la-Pile en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Millas et Montmoreau en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Anor et Ebersheim en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Heilly et Villers-sur-Mer en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Villers-St-Sépulcre et Valleroy-Moineville en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Altkirch et Luçon en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Laval et Le Theil-de-Bretagne en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Auray et Rumilly en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Anthéor-Cap-Roux et Montpon-Ménestérol en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Guillerval et Baraqueville-Carcenac-Peyralès en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Arleux et Plestan en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Fons et Bréauté-Beuzeville en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Mesmin et Die en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Les Aubrais-Orléans et Ebblinghem en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Arbois et Turenne en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Marbache et Beuvry en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Lafarge et Hoelschloch en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre La Frayère et Pompadour en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Selles-St-Denis et Balsièges-Bourg en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Agay et Corbie en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Compiègne et Tarascon-sur-Ariège en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Lavoûte-sur-Loire et Firminy en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Nogent-le-Rotrou et Dinan en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Vauzelles et Chanac en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Pierre-Bénite et Berthelming en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Lamothe-Landerron et St-Nabord en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Blois-Chambord et St-Just-en-Chaussée en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Julien-Clénay et Neuville-sur-Sarthe en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Veigné et Les Pélerins en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Montrond-les-Bains et Montmédy en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Brandérion et Vivonne en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Amand-les-Eaux et Ludres en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Monteux et Gorges en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Colomiers et Gaillon-Aubevoye en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Saillat-Chassenon et Gièvres en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Nazaire et Caffiers en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Miramas et Valleroy-Moineville en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre L'Argentière-les-Écrins et Varennes-sur-Fouzon en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Beuvrages et Banassac-La Canourgue en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Vire et Aix-en-Provence en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Landaul-Mendon et Bas-Évette en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Laurent et Crouy en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Nogent-sur-Seine et Crêches-sur-Saône en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Baziège et Armentières en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Thenissey et Guéthary en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Anthéor-Cap-Roux et Wallers en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Châteaubourg et Marseille-Blancarde en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre St-Martory et Loison-sous-Lens en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Le Meux-la-Croix-St-Ouen et Chamonix-Mont-Blanc en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Les Églisottes et Le Teich en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Teting et Trith-St-Léger en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Dommartin-Lissieu et Savy-Berlette en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Wesserling et Chazay-Marcilly en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Simiane et Onzain-Chaumont-sur-Loire en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Belle-Isle-Bégard et Barr en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Labège-Village et Olette-Canaveilles-les-Bains en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Meung-sur-Loire et Bouaye en maximisant les correspondances avec les transports en commun	from_to
Je souhaite organiser mon déplacement entre Réhon et Lauterbourg en maximisant les correspondances avec les transports en commun	from_to
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Loreux depuis Albi-Madeleine ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Lyon-St-Paul depuis Vernaison ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Savonnières depuis Revigny ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Savinien-sur-Charente depuis Évreux ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Les Bardys depuis Ste-Léocadie ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Chauffailles depuis Messac-Guipry ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Bornel-Belle-Église depuis Cavaillon ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Chaulnes depuis Cloyes ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Pontorson-Mont-St-Michel depuis Logelbach ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Béna-Fanes depuis St-Piat ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Hilaire depuis St-Pierre-de-Chignac ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Redon depuis La Chapelle-St-Mesmin ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Wavrin depuis Brax-Léguevin ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Crest depuis Courcay-Tauxigny ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Perpignan depuis Ingrandes-sur-Vienne ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Négrondes depuis Sévérac-le-Château ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Les Laumes-Alésia depuis Chemilly-Appoigny ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Longpont depuis Joeuf ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à La Ferté-sous-Jouarre depuis Chouzy ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Cuers-Pierrefeu depuis Mouans-Sartoux ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Rognac depuis Belfort ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à La Hisse depuis Orry-la-Ville-Coye ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Mont-Louis-La Cabanasse depuis La Faloise ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Martin-de-Crau depuis Le Cendre-Orcet ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Rive-de-Gier depuis Maizières-lès-Metz ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Clair-les-Roches depuis Bischoffsheim ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Amilly-Ouerray depuis St-Aigulin-La Roche-Chalais ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Orthez depuis Feyzin ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Base Aérienne depuis Diemeringen ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Eichhoffen depuis St-Amand-les-Eaux ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Chalais depuis La Ciotat ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Servon depuis Génolhac ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Luc depuis Rosult ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Simandre-sur-Suran depuis Anse ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Seurre depuis St-Étienne-Châteaucreux ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Anché-Voulon depuis Pruniers ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Dalmas-de-Tende depuis Parent-Coudes-Champeix ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Goxwiller depuis St-Martin-du-Mont ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Estressin depuis Servas-Lent ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Poix-Terron depuis Périgueux ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Villeneuve-la-Guyard depuis Mézériat ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Foucart-Alvimare depuis Mauzens-Miremont ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Morcenx depuis Teting ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Assier depuis Ax-les-Thermes ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Digoin depuis Schirmeck-La Broque ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Lô depuis Arvant ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Givet depuis Vimy ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Nîmes-Pont du Gard depuis St-Étienne-La Terrasse ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Tessonnières depuis Conlie ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Thenissey depuis Herchies ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Deville depuis Varades-St-Florent-le-Vieil ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Longroy-Gamaches depuis Zu-Rhein ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Sisteron depuis Foug ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Montbarrey depuis Chamousset ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Bruyères depuis St-Laurent-Gainneville ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Châteauneuf-Bujaleuf depuis Cuers-Pierrefeu ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à La Tricherie depuis Basse-Ham ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Martin-du-Mont depuis Portets ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Lépin-le-Lac-La Bauche depuis Hoelschloch ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à La Jonchère depuis Lutzelbourg ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Marcellin depuis Angoulins-sur-Mer ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Agde depuis St-Aunès ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Ars-sur-Moselle depuis Poix-Terron ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Toury depuis Carcassonne ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à La Rochelle depuis Pontcharra-sur-Breda-Allevard ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Mothern depuis Neuvy-Pailloux ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Golfe-Juan-Vallauris depuis Condat-le-Lardin ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Clermont-La Pardieu depuis Magny-Blandainville ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Montferrand-Thoraise depuis Le Croisic ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Dissay depuis Istres ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Neuville-sur-Sarthe depuis Lannion ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Château-Thierry depuis Noyon ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Les Bossons depuis Bantzenheim ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Coat-Guégan depuis St-Fons ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Agnan depuis Reignier ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Champigneulles depuis St-Amand-Montrond-Orval ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Avesnelles depuis Lardenne ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Vittel depuis St-Savinien-sur-Charente ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Noirétable depuis Lexos ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Junien depuis Quédillac ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Sulpice-Auteuil depuis Colombier-Fontaine ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Villenouvelle depuis Schirmeck-La Broque ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Christophe depuis Belle-Isle-Bégard ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Taconnaz depuis Bouzonville ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Villars-les-Dombes depuis Montbéliard ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Aubrives depuis Courcy-Brimont ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à St-Rome-de-Cernon depuis Génelard ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Toul depuis Estressin ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Mérenvielle depuis Plouigneau ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Labruguière depuis Pont-de-Veyle ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Aimargues depuis Dourges ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Argentan depuis La Wantzenau ?	to_from
Pouvez-vous me conseiller sur la route la plus pittoresque pour aller à Couze depuis Fellering ?	to_from
